id,name,address,rating,review_count,lat,lon,tit1,tit2,zipcodes
__4rPIbNWudQVuoaRs2MuQ,Best Shawarma,"602 W Glenoaks Blvd  Glendale, CA 91202",4.0,349,34.1594551,-118.26717250000002,Middle Eastern, Barbeque,91202
__6hsNl6ibtI6OE5NQQiPw,Taco Bell,"2500 E Pacific Coast Hwy  Long Beach, CA 90804",2.0,89,33.789873,-118.162498,Fast Food, Mexican,90804
__cvgBooF6k2Ra0nA14NGg,Bottlefish,"11677 San Vicente Blvd  Ste 200  Los Angeles, CA 90049",4.5,274,34.05400039999999,-118.4647585,Bars, Seafood,90049
__D9TH9-JRh_7CvWJcPZcQ,Baby Lobster,"1001 Maple Ave  Ste 201  Los Angeles, CA 90015",3.0,49,34.038311,-118.25424960000001,Seafood, Mexican,90015
__GK0tVl6Dygt6BVn2TFrA,China Star Express,"1785 Palo Verde Ave  Long Beach, CA 90815",3.5,209,33.788383,-118.10805490000001,Chinese, Fast Food,90815
__MKN_6UL5XLSF5BQmW1QQ,casa del tarasco,"56th st  Los Angeles, CA 90011",5.0,3,33.99154,-118.26581499999999,Mexican, Food Stands,90011
__s6XiQE1i2vWyzowRxhMQ,Heartfulmade,"2009 W Commonwealth Ave  Unit.  C  Fullerton, CA 92833",4.5,26,33.87101,-117.96637,Korean, ,92833
__sH8x4w9v2sCbZlhpjjQg,Clemen's Restaurant,"3551 S Western Ave  Los Angeles, CA 90018",4.0,13,34.02345,-118.30917,Salvadoran, ,90018
__T8wnlRk82K7PMG3OYL7A,Slasher Pizza,"1466 Glendale Blvd  Los Angeles, CA 90026",5.0,1,34.081632,-118.259825,Pizza, ,90026
__tCbj-ZjPiz7y2hWhsjVg,Sabrosada,"1770 S Harbor Blvd  Ste 128  Anaheim, CA 92825",3.5,446,33.80392316,-117.91468590000002,Mexican, ,92825
__Y-6qeCR98is7ZLEf9RNg,Ramen Izakaya Ajido,"1730 W Sepulveda Blvd  Ste 6  Torrance, CA 90501",4.0,312,33.816301200000005,-118.30953590000001,Ramen, ,90501
_-c9BiP_P6jASrqXtDTftA,Yaya's Burgers No 2,"3202 E Gage Ave  Huntington Park, CA 90255",4.0,101,33.980243,-118.210273,Mexican, ,90255
_-jI35IyXFN4f_PENuaGig,Tortilla Republic,"616 N Robertson Blvd  West Hollywood, CA 90069",4.0,948,34.081413,-118.38525800000001,Mexican, Breakfast & Brunch,90069
_-ZB9fGspPGFhkmMGXS5OQ,veSTATION,"14435 Ventura Blvd  Sherman Oaks, CA 91423",4.5,919,34.15154266,-118.44814299999999,Vegan, Asian Fusion,91423
_04Znbc9JutXtH6JJUh8MQ,Chef Chen,"137 N Montebello Blvd  Montebello, CA 90640",4.5,182,34.0116219,-118.1079861,Chinese, ,90640
_06fGyjWYRDBSdfc-M63Qw,Charcoal Venice,"425 Washington Blvd  Marina Del Rey, CA 90292",4.0,504,33.98171,-118.46298999999999,American (New), Breakfast & Brunch,90292
_0EORKOPsY5OlliTxOIxZw,Perfect Pita,"6319 Hollywood Blvd  Los Angeles, CA 90028",4.5,170,34.10196686,-118.3275146,Mediterranean, ,90028
_0i6Kzr3TMmL_SYo77faSQ,Taj Mahal of India Restaurant,"8566 W Pico Blvd  Los Angeles, CA 90035",4.0,544,34.05334000000001,-118.37772,Indian, ,90035
_0yhEPWiDAJQs_rb4MpwRw,Little Mexico Chiquito,"3823 E Slauson Ave  Maywood, CA 90270",4.0,117,33.9883203,-118.19589340000002,Mexican, ,90270
_1aQwjXmDLgfqQ3uHurKjg,Hail Mary Pizza,"3219 Glendale Blvd  Los Angeles, CA 90039",4.0,156,34.11848006,-118.26090990000002,Pizza, ,90039
_1qQxxTSu4zOYL95RtqpSA,El Atacor No 1B,"1625 E Cesar E Chavez Ave  Los Angeles, CA 90033",2.5,4,34.0514859,-118.21792340000002,Mexican, ,90033
_1yBwS4V57ZmYgoB9s5ing,Normandie Bakery,"3022 S Cochran Ave  Los Angeles, CA 90016",3.5,178,34.025856,-118.36086200000001,Bakeries, French,90016
_22qBbYQFdL7nCTnTSY6Rg,SHU Sushi House Unico,"2932 1/2 Beverly Glen Cir  Los Angeles, CA 90077",4.0,206,34.1273967,-118.4443909,Sushi Bars, ,90077
_25TQRWitzCR9dVlUngfew,Frozen Land,"10911 Lindbrook Dr  Los Angeles, CA 90024",4.0,16,34.059708,-118.4451,Ice Cream & Frozen Yogurt, Gelato,90024
_2lpPjA6597GJMdTXo4izg,Red West Pizza Wilmington,"614 W Pacific Coast Hwy  Wilmington, CA 90744",4.0,270,33.7904892,-118.2704163,Pizza, Salad,90744
_3bwykq6Lgjb6fAsTe3AaQ,A & H Shawarma and Kabob,"8450 Reseda Blvd  Northridge, CA 91324",4.5,251,34.224203100000004,-118.5357325,Mexican, Middle Eastern,91324
_3zTQR7wXl-nTyaa7eqTLQ,Popeyes Louisiana Kitchen,"1008 Long Beach Blvd  Long Beach, CA 90813",2.0,95,33.77931084,-118.1890855,Fast Food, Chicken Wings,90813
_48WWcm_8Qb2vHpBcHYjPw,Domino's Pizza,"2717 E Slauson Ave  Huntington Park, CA 90255",2.0,30,33.989329999999995,-118.22216,Pizza, ,90255
_4C85CXH5_mIY_dbWQ8HlA,Twisted Oak Tavern,"30105 Agoura Rd  Agoura Hills, CA 91301",4.0,450,34.145371000000004,-118.778668,Bars, Brewpubs,91301
_511GTZrG6CL9AZd23XhvQ,The Counter,"Terminal 7 World Way  Los Angeles, CA 90045",2.0,184,33.94131998,-118.39950479999999,Burgers, ,90045
_55cEx7590vsUS66JdFvtA,Allegra California Cafe,"4437 Sepulveda Blvd  Culver City, CA 90230",4.5,104,34.002676,-118.4067419,American (New), Italian,90230
_5MWXE-oWqwr3D7rYdPq4Q,Tam's Burger,"4419 S Normandie Ave  Ste A  Los Angeles, CA 90037",2.0,14,34.003005,-118.3003249,Burgers, ,90037
_5Q41-pItSJiQlrmBql0ag,Subway,"3522 Tweedy Blvd  South Gate, CA 90280",2.0,16,33.94395015,-118.2070064,Sandwiches, ,90280
_5Txr99XFMAr6FB3d0-NVA,Papa John's Pizza,"Compton Town Center  Compton, CA 90220",2.5,36,33.8956692,-118.2216614,Pizza, ,90220
_5TyYb39hhvo9v7seB7V6A,Souffles,"3801 W 6th St  Los Angeles, CA 90020",4.0,303,34.0638,-118.30598,Breakfast & Brunch, Coffee & Tea,90020
_5UUPLjpzv-Td46OPfLS2A,Cancoon Thai Restaurant,"9349 Alondra Blvd  Bellflower, CA 90706",4.0,175,33.8894349,-118.1348015,Thai, ,90706
_5Z-g0BH0iYTu7qDKZf_2A,Mia Jee Tandoori,"205 S Vermont Ave  Los Angeles, CA 90004",4.0,249,34.06998,-118.29206,Indian, Halal,90004
_5Z2zEujMT0cSTYC_hTpEQ,Juanita's Tacos,"Corner of S Western & W 3rd St  Los Angeles, CA 90189",4.0,124,34.068871,-118.30815600000001,Mexican, ,90189
_6clu2bh7_PWu9_jx9348Q,Pupuseria Salvadorena,"1336 W Willow St  Long Beach, CA 90810",3.5,225,33.8041,-118.20968,Salvadoran, American (Traditional),90810
_7DBi2e3n_fu0ugo4Z-E_A,323 Bistro,"6121 E Telegraph Rd  Commerce, CA 90040",3.5,45,33.997995200000005,-118.1460361,American (New), ,90040
_7pLGF1qdRc5gi9V2qV16A,Ramen Yamadaya,"3118 W 182nd St  Torrance, CA 90504",4.0,1532,33.8654351,-118.3273409,Ramen, ,90504
_7psAhEqIVxWEw6TedLlaw,In-N-Out Burger,"14620 E Gale  Hacienda Heights, CA 91745",3.5,167,34.019412200000005,-117.9873095,Burgers, Fast Food,91745
_80w6IBrHgcCbuFc2YJ2Og,Gyu-Kaku Japanese BBQ,"231 Arizona Ave  Santa Monica, CA 90401",4.0,42,34.016971000000005,-118.497998,Japanese, Barbeque,90401
_81VsKwWlDn0NH8g9OWUcQ,El Capitan Fish Market,"4501 S Alameda St  Los Angeles, CA 90058",5.0,1,34.00244141,-118.2405548,Restaurants, ,90058
_8a899mnMlobB99rPyP4Tg,Nora's Hot Dogs,"1355 Ocean Ave  Santa Monica, CA 90401",4.0,9,34.0144961,-118.49811389999999,Hot Dogs, Food Trucks,90401
_8drZw-afEWTD1w-tm7Xyg,Little Siam Thai Cuisine,"15046 Oxnard St  Van Nuys, CA 91411",4.0,437,34.17924663,-118.4611035,Thai, Noodles,91411
_8i2NcHEgtTgn8q4o2lHdw,Subway,"26500 Agoura Rd  Ste 103  Calabasas, CA 91302",2.5,63,34.14333284,-118.69904220000001,Sandwiches, ,91302
_8l5IWTuweCLHQlm25xgRg,Somni,"465 S La Cienega Blvd  Los Angeles, CA 90048",5.0,85,34.065065999999995,-118.376618,Spanish, American (New),90048
_8Tvjpgu56ioJf0ohHzUUg,Seoul Garden Restaurant,"1833 W Olympic Blvd  Los Angeles, CA 90006",4.0,512,34.0507689,-118.2772433,Korean, Barbeque,90006
_8WFwZRIGSb3AHv9xFAiHA,Shin-Sen-Gumi Hakata Ramen-Gardena,"2015 W Redondo Beach Blvd  Ste C  Gardena, CA 90247",4.5,3015,33.88746,-118.31395,Ramen, ,90247
_99S24U4pTduqpiJOEMD8w,Terroni,"7605 Beverly Blvd  Los Angeles, CA 90036",3.5,1150,34.0762749,-118.3555375,Italian, Pizza,90036
_9eQldnHu-amupjQx7_u4A,El Guanaco Restaurant,"5656 Santa Monica Blvd  Los Angeles, CA 90038",4.5,41,34.09043121,-118.3132706,Salvadoran, ,90038
_9nK5MHCqdILitnK-S6urQ,Rajdhani,"18525 Pioneer Blvd  Artesia, CA 90701",4.0,587,33.86306010000001,-118.0824125,Indian, ,90701
_9u07K01IoYJLtVqRjM8og,Hinano Café,"15 Washington Blvd  Venice, CA 90292",4.0,657,33.979483,-118.466505,Dive Bars, Burgers,90292
_A7D9TxzfETE0b6cj4dCnw,Homeboy Cafe & Bakery,"400 World Way  Los Angeles, CA 90045",3.0,151,33.94336843,-118.40816389999999,Seafood, Food Trucks,90045
_a9Jtnb0oUvXhaHA2ExcMA,KFC,"10937 Alondra Blvd  Norwalk, CA 90650",3.0,15,33.88807882,-118.10139009999999,Fast Food, Chicken Wings,90650
_akwYjogJO2cOnDjXIfwLA,Domino's Pizza,"1844 Pacific Coast Hwy  Lomita, CA 90717",2.0,62,33.7893251,-118.31107320000001,Pizza, Chicken Wings,90717
_AMzi2vRCzA1gk4jx1zKmw,Bravo Pizza,"5142 Hollywood Blvd  Los Angeles, CA 90027",4.0,124,34.10151,-118.30195,Pizza, Sandwiches,90027
_Aq3bC2ewGbXLvp-A56GRg,Sage Vegan Bistro - Agoura Hills,"5046 Cornell Rd  Ste 109  Agoura Hills, CA 91301",5.0,12,34.144211999999996,-118.755147,Vegan, Brewpubs,91301
_AY8sy3vRAPbdKbqhAMRVw,NOMOO New American Burgers,"7502 Melrose Ave  Los Angeles, CA 90046",4.0,17,34.08373549,-118.3533615,Vegan, Burgers,90046
_B4--xvtNrw-oNLL49Sqtw,Bar Avalon,"2112 W Sunset Blvd  Ste K  Los Angeles, CA 90026",5.0,31,34.077228000000005,-118.264145,American (New), Wine Bars,90026
_b7Cg03S_-jaKd0CFv9HVg,BEST FCKN PIZZA,"11419 Santa Monica Blvd  Ste 26  West Los Angeles, CA 90025",4.0,23,34.04586167,-118.4514983,Pizza, ,90025
_BBv-e1z_TFEqmheuSJMIw,Del Taco,"11446 Jefferson Blvd  Culver City, CA 90230",2.0,116,33.98907852,-118.3964462,Tex-Mex, Fast Food,90230
_bHvekbisDOZdn6r8CMFig,Totally 80's Bar & Grille,"2512 W Orangethorpe Ave  Fullerton, CA 92833",3.0,413,33.85861,-117.97228,Bars, Dance Clubs,92833
_BIezl7FlIZkx54S-8d0Yw,Tacos Super Gallito,"1200 W Anaheim St.  Wilmington, CA 90744",2.5,15,33.778882,-118.27698799999999,Food Trucks, Tacos,90744
_BKgGWfQNbSqtnjJ2zaDKQ,Trimana,"600 S Commonwealth Ave  Los Angeles, CA 90005",3.5,11,34.063033000000004,-118.28551850000001,Breakfast & Brunch, Fast Food,90005
_bl18kd5l1FefONI-QFrZA,Giuliano's Delicatessen & Bakery,"1700 Aviation Blvd  Redondo Beach, CA 90278",3.0,230,33.87083,-118.382053,Caterers, Delis,90278
_bSPl_lu2S0ySfkwfEf97g,Jack in the Box,"2511 S Vermont Ave  Los Angeles, CA 90007",2.0,25,34.0334,-118.2919,Fast Food, Burgers,90007
_BWdk99dxBAz82pf9fph-A,WooRee Restaurant,"2520 W 8th St  Ste 108  Los Angeles, CA 90057",4.5,37,34.05684,-118.28303000000001,Korean, Seafood,90057
_bXUV5KNP6udmqJ56uZpHg,Janet Restaurant,"1245 N Avalon Blvd  Los Angeles, CA 90744",5.0,1,33.787971500000005,-118.2634506,Mexican, ,90744
_C-dloWW7NeSov8JPsh9mw,King Mediterrano,"4354 Redondo Beach Blvd  Torrance, CA 90504",4.5,1272,33.87411308,-118.3514384,Mediterranean, Middle Eastern,90504
_c77oeG7ukc4B5zrqjplNA,Veggie Grill,"2025 Wilshire Blvd  Santa Monica, CA 90403",4.0,959,34.0321,-118.48286999999999,Vegetarian, Vegan,90403
_C7rGNOwB34hZVxTPqtEBQ,Winchell's Donuts,"716 N Western Ave  Los Angeles, CA 90029",3.5,28,34.084179999999996,-118.30883,Donuts, Coffee & Tea,90029
_CGpTEiePFtpbWxxyq3hTg,South Baylo University Snack Shop,"2727 W 6th St  Los Angeles, CA 90057",3.5,3,34.063269,-118.28235900000001,Korean, ,90057
_ciG49YPf_DXGxSJ9pVveA,Superba Food + Bread,"1900 S Lincoln Blvd  Los Angeles, CA 90291",4.0,862,33.99627524,-118.45655559999999,American (New), Breakfast & Brunch,90291
_cjdL3J_lRhdtYuXt2jMdA,Cafe Valentino,"3601 W Olive Ave  Ste 140  Burbank, CA 91505",4.0,64,34.15238897,-118.3391102,Coffee & Tea, Sandwiches,91505
_COIN733HtWQ3c8hp7cItg,Pirozzi's Italian Deli,"1453 W 8th St  San Pedro, CA 90732",4.0,125,33.73676,-118.30941000000001,Italian, Delis,90732
_CPPmrtz-dbxtfXztgg5wg,California Pizza Kitchen -Glendale,"101 N Brand Blvd  Glendale  Glendale, CA 91203",3.5,362,34.14696,-118.25545,Pizza, American (New),91203
_cpWx8DwcLdBvJq0PG5bGA,Buko Restaurant,"327 N Verdugo Rd  Glendale, CA 91206",4.0,269,34.15063955,-118.23680039999999,Japanese, Sushi Bars,91206
_CsAkbq5UTLzACQNKnWUiQ,Los Taquitos,"1120 W Florence Ave  Inglewood, CA 90301",4.0,86,33.96113411,-118.3759287,Mexican, ,90301
_cv6yZepPJqICM_XRQsQYw,Kress-Market,"443 Pine Ave  Long Beach, CA 90000",4.0,149,33.77267,-118.19276,Grocery, Delis,90000
_cYqGlIebn-fkJZipulV7w,Food 630,"630 W 5th St  Los Angeles, CA 90071",3.5,3,34.050270000000005,-118.25506000000001,Restaurants, ,90071
_d-OtXKHURy4VaqaMTGG-A,Penny Oven,"2131 Colorado Blvd  Los Angeles, CA 90041",4.0,114,34.13946,-118.21275,Breakfast & Brunch, Cafes,90041
_D2VYN89VlA1ehuR1i6h6g,Polly's Pies Restaurant,"136 N Raymond Ave  Fullerton, CA 92831",3.5,306,33.871517,-117.90613400000001,Bakeries, American (Traditional),92831
_D8HaZ2UT_14fuDZanlaCw,Pizza Hut,"3400 E 1st St  Los Angeles, CA 90063",1.5,50,34.03688649,-118.1949118,Italian, Pizza,90063
_Dik-kHVYep38hSu8YU91g,Saigon Eatery,"20527 S Western Ave  Torrance, CA 90501",5.0,9,33.844088,-118.30986899999999,Noodles, Vietnamese,90501
_DiPHeKsR9Pzk-lrAiwv-Q,Pura Vita,"8274 Santa Monica Blvd  West Hollywood, CA 90046",4.5,413,34.09066602,-118.36968600000002,Italian, Vegan,90046
_dmAvysRetO4d_qQB6qllw,Park Ave Restaurant,"11200 Beach Blvd  Stanton, CA 90680",4.0,1066,33.79951,-117.99251000000001,American (New), Steakhouses,90680
_DNBxMJUQx3PwSu-NIbpWA,Chinatown Kitchen,"7922 Rosecrans Ave  Ste B-1  Paramount, CA 90723",4.0,86,33.903109,-118.16110400000001,Chinese, ,90723
_DP5EdlgkENPhC-uipwSAg,Sako's Sandwich Shop,"12000 Slauson Ave  Santa Fe Springs, CA 90670",4.0,121,33.9633203,-118.0602341,Sandwiches, Breakfast & Brunch,90670
_Dv3vi8V4GNuykiO33LlzA,Jersey Mike's Subs,"531-B North Hollywood Way  Burbank, CA 91505",3.5,49,34.159694,-118.34449199999999,Sandwiches, Fast Food,91505
_dVedjpdp3cGI1qUBcUVcw,Louisiana Famous Fried Chicken,"8409 S 8th Ave  Ste A  Inglewood, CA 90305",4.5,11,33.96217,-118.32681000000001,Chicken Wings, ,90305
_EM9p255UUwa-eeaUwZXYA,Old Time Noodle House,"15325 S Western Ave  Gardena, CA 90249",4.0,221,33.89249,-118.30946999999999,Korean, Soup,90249
_EOKttBn_zEKpAs978beAA,Kerostena,"12546 Valley View St  Garden Grove, CA 92845",4.5,693,33.779958,-118.03122409999999,Mediterranean, Caterers,92845
_EpkYp1nYMuH8V0iwG8JTw,Bill's Drive In,"1664 E Florence Ave  Los Angeles, CA 90001",4.5,41,33.9745551,-118.24379840000002,Burgers, ,90001
_ERog4x7lidySOXAM1lJkA,La Metapaneca,"6033 Atlantic Blvd  Maywood, CA 90270",4.0,2,33.984359999999995,-118.186356,Salvadoran, ,90270
_EtO0tY3TopSiav6TVeFWQ,Birrieria El Rebaño,"8534 Long Beach Blvd  South Gate, CA 90280",4.5,11,33.95973986,-118.22209369999999,Mexican, ,90280
_EZCzoaoEsUpjn5SjRi7tQ,Subway,"2112 Beverly Blvd  Los Angeles, CA 90057",2.5,28,34.066716,-118.270831,Sandwiches, ,90057
_Ezz3HcmTT4FpDlioeNvBQ,The Courtyard Café,"1000 N Alameda St  Los Angeles, CA 90012",3.5,10,34.05921654,-118.2360445,Cafes, ,90012
_f5pml8ywCXNkVXvGGCv7w,Flames All Stars,"2400 E Katella Ave  Anaheim, CA 92806",4.0,70,33.804508899999995,-117.8822935,Food Trucks, Pizza,92806
_f8Nl15LF6HjeusIaYM5hQ,Casa Martin Mexican Restaurant,"1654 Ocean Ave  Santa Monica, CA 90401",4.0,829,34.010277200000004,-118.49376550000001,Mexican, ,90401
_F9CHvoUZvaVatlNEoO1Ww,Los Tacos,"7954 Santa Monica Blvd  W Hollywood, CA 90046",3.5,434,34.0906851,-118.3631966,Mexican, ,90046
_fKE0bXg9QGhFPIJs6hdrA,Los Bros Tacos,"5400 Atlantic Ave  Long Beach, CA 90805",4.0,7,33.854768,-118.184537,Food Trucks, Tacos,90805
_FNbXphJ3YwQ0WpE4tCyWg,El Huarachito,"3010 N Broadway  Los Angeles, CA 90031",4.5,628,34.07336,-118.2098,Mexican, ,90031
_fOBQmfJEGC6ndCGZehdPQ,MARGI,"Hawthorne, CA 90250",5.0,1,33.92098,-118.35031000000001,Food Trucks, Tex-Mex,90250
_FtDENBzOGWAfdYzfZbaYA,Jimmy John's,"2031 East Spring St  Long Beach, CA 90806",4.0,46,33.812064,-118.166987,Sandwiches, Fast Food,90806
_fvq0xNW9Q_dxVocokm4DQ,Phoenix Café,"888 Bicycle Casino Dr  Bell Gardens, CA 90201",3.5,8,33.96599322,-118.1653461,Asian Fusion, Dim Sum,90201
_FYGof7wh6AsZW_L_wuV8g,Carnitas Michoacan,"1901 N Broadway  Los Angeles, CA 90031",4.0,1242,34.07251,-118.2213,Mexican, ,90031
_G3VDIIRDOfpDKKreD-Pjg,WaBa Grill,"15754 Paramount Blvd  Ste B  Paramount, CA 90723",2.5,25,33.88959142,-118.159811,Fast Food, Asian Fusion,90723
_Ga5CSf8QlSBaKnNOAoZnw,WaBa Grill,"2324 Whittier Blvd  Ste 8  Los Angeles, CA 90023",2.5,26,34.03451281,-118.2163615,Asian Fusion, Fast Food,90023
_GHCfGUFyLIQ0Gpx48KAyg,El Torito Cafe,"1462 Griffith Ave  Los Angeles, CA 90021",4.0,35,34.02862167,-118.25075530000001,Mexican, ,90021
_giy_tSTfJDhbqYi-FajoA,Kentro Greek Kitchen,"100 S Harbor Blvd  Ste A  Fullerton, CA 92832",4.0,1260,33.87013652,-117.923818,Greek, Mediterranean,92832
_gSFZ_x0rfTykOizpITHpA,Old Lightning,"2905 Washington Blvd  Marina del Rey, CA 90292",4.0,85,33.98826,-118.45146000000001,American (New), Cocktail Bars,90292
_GxXKKCjz5jYDjpQs_KPZQ,Costa Grande,"7139 Sepulveda Blvd  Van Nuys, CA 91405",4.5,946,34.20022433,-118.46709709999999,Mexican, ,91405
_Gzb8oDw4QNbAVIqW9Kanw,La Casita Mexicana,"4030 E Gage Ave  Bell, CA 90201",4.0,1065,33.9786,-118.19515,Mexican, Caterers,90201
_h_surKCJuTi84VoK8IIrQ,Boba Bear,"12105 Santa Monica Blvd  Los Angeles, CA 90025",4.0,419,34.04067,-118.4639,Cafes, Coffee & Tea,90025
_hCEU-Nd6f8HWvjuRCl5YA,Fusion Cafe,"501 W Olympic Blvd  Los Angeles, CA 90015",2.5,3,34.04358673,-118.2609482,Coffee & Tea, Delis,90015
_hdtz9rIk56Hh0p2NNE3uA,Shabuya,"820 E Valley Blvd  Alhambra, CA 91803",4.5,337,34.07799267,-118.1146185,Hot Pot, Seafood,91803
_hljp2lAVTCaTMGxORvybA,Sushi One,"3905 W 6th St  Los Angeles, CA 90020",4.0,399,34.0636449,-118.3082425,Japanese, Sushi Bars,90020
_hmyZFzwX9JGw2QKxarf8w,John's Philly Grille,"16061 Goldenwest St  Huntington Beach, CA 92647",4.5,433,33.72853,-118.00713999999999,Sandwiches, ,92647
_hNZAVJRYGHFOKYw0Nxzig,Original Herbivore,"Los Angeles, CA 90291",4.0,51,33.99308014,-118.47148130000001,Food Trucks, Burgers,90291
_hPjqzQDiyw1-4U_IAETpg,La Farfala Coffee Shop & Deli,"346 N Ford Blvd  Los Angeles, CA 90022",4.0,103,34.04007721,-118.16888429999999,Coffee & Tea, Delis,90022
_hwN2sg2uyKP2G9dK4ECRA,Tacu Tacu Peruvian Cuisine,"8610 Warner Ave  Fountain Valley, CA 92708",4.0,938,33.715603,-117.97863899999999,Peruvian, Seafood,92708
_hXOosQiu1zroFvZLLA-PA,The Overland Cafe,"3601 Overland Ave  Los Angeles, CA 90034",3.5,1414,34.0223554,-118.4099716,American (New), Breakfast & Brunch,90034
_HyKTL7GqCTmV7idtZTVUQ,Tanuki No Sato,"18206 S Western Ave  Gardena, CA 90248",4.0,28,33.86499,-118.30863000000001,Japanese, Noodles,90248
_hz3XwiYgcgjAsO0gfZU5A,Jack in the Box,"4965 Huntington Dr N  Los Angeles, CA 90032",1.5,70,34.08778738,-118.17543219999999,Burgers, Fast Food,90032
_hZf5Wsz8IkdlpQi7S3-Dg,Broiling Pit,"939 S Glendora Ave  West Covina, CA 91790",4.0,122,34.05843833,-117.93572830000001,Barbeque, Chinese,91790
_IAvVIc9ZaxL9ULCmlpH9w,Wingstop,"2189 Whittier Blvd  Ste B  Los Angeles, CA 90023",1.5,8,34.036297999999995,-118.219171,Chicken Wings, ,90023
_iBfMJwD_gPzHF4mNUVOAg,Steve's Char-Burger,"18202 Prairie Ave  Torrance, CA 90504",3.5,290,33.86525,-118.34338000000001,Burgers, ,90504
_IcydsUvYjoOYYPpDop4uA,Puchica Guatemalan Bar & Grill,"4523 Sepulveda Blvd  Sherman Oaks, CA 91403",4.0,438,34.1523327,-118.4668594,Breakfast & Brunch, Bars,91403
_IgD4_gywH0eeIeOYVn1nw,Perrys Cafe and Beach Rentals,"2400 Ocean Front Walk  Santa Monica, CA 90405",2.5,24,34.005009,-118.49026200000002,Bike Rentals, Cafes,90405
_ihFopz0w76DNWLdN_WOKw,Red Moon Restaurant & Lounge,"12516 Riverside Dr  Valley Village, CA 91607",4.0,425,34.15726,-118.40603999999999,Bars, Mediterranean,91607
_iIzPf0xerpp2cLjJPo_-g,The Iron Press,"440 S Anaheim Blvd  Anaheim, CA 92805",4.0,438,33.8316144,-117.9118312,Beer Bar, Waffles,92805
_ilI4Knop17ZFODCoYsUxQ,Flavor of India,"12321 Ventura Blvd  Studio City, CA 91604",4.5,483,34.14326,-118.40163000000001,Indian, ,91604
_InEJeod_OkWacZjs3s5rg,Bachan's Take Out,"1324 1/2 Potrero Grande Dr  Rosemead, CA 91770",4.5,567,34.04534191,-118.09938909999998,Japanese, ,91770
_irQtKr2bsfPBcayVpQm0A,Wendy's Donut & Pizza,"1411 Lincoln Blvd  Venice, CA 90291",3.0,4,34.019369,-118.49069180000001,Bakeries, Donuts,90291
_itK_6yZqDt0W1TDue-H0A,Domino's Pizza,"3502 W Sunset Blvd  Los Angeles, CA 90026",2.5,46,34.08854,-118.2764983,Pizza, Chicken Wings,90026
_IWmIsrxf5gxiGzlqAdVsQ,Sofra Urbana,"17098 Magnolia St  Fountain Valley, CA 92708",4.5,329,33.714403999999995,-117.97039299999999,Pizza, Mediterranean,92708
_j0ImBpmVBA-Hh1yUoE-eA,Cerese's Pizza,"351 S Atlantic Blvd  Los Angeles, CA 90022",4.0,37,34.030862299999995,-118.1542923,Pizza, ,90022
_J2t7-YZIn9bD50wzIUdcw,Bob's Burgers,"13891 Beach Blvd  Westminster, CA 92683",3.5,329,33.76044,-117.99008,Burgers, Fast Food,92683
_J7B_90XvVj1-DamRhco9w,Uruapan Taco,"604 E El Segundo Blvd  Compton, CA 90222",4.0,32,33.9165985,-118.21818929999999,Mexican, ,90222
_ja3-3iaKDMObWpALZVgKg,Pho Daily,"15126 S Western Ave  Gardena, CA 90249",4.0,626,33.893596200000005,-118.3090251,Vietnamese, ,90249
_JBCo_H-pAr1vSsCxxBLsQ,Chomak,"357 S Western Ave  Ste 101  Los Angeles, CA 90020",4.0,78,34.067512,-118.30956100000002,Korean, ,90020
_JbjUybFQNFGS8Yv5hqLzg,La Boutique Café,"420 S Spring St  Los Angeles, CA 90013",5.0,6,34.04742085,-118.24942309999999,Coffee & Tea, Patisserie/Cake Shop,90013
_jI3fEiTlL4XUwSCyWgg_A,Subway,"625 Montana Ave  Ste D  Santa Monica, CA 90403",3.5,27,34.02673612,-118.5023437,Sandwiches, ,90403
_JKZ9v9w_UjGfI9Ukb5IYg,Kusina Filipina,"4157 Eagle Rock Blvd  Ste 1  Los Angeles, CA 90065",4.0,298,34.122147999999996,-118.2258273,Filipino, Seafood,90065
_joblNyGX1-cs4ZZHYCNvw,King's Hawaiian Grill,"1000 Vin Scully Ave  Los Angeles, CA 90012",4.0,8,34.07486035,-118.2404104,Hawaiian, ,90012
_jp47SqryKLSITFv173iMg,Taco Stand,"Los Angeles, CA 90042",3.5,8,34.11512756,-118.1919479,Food Stands, ,90042
_jzryaMh18gc1djnHnWEqw,LV  Seafood,"4139 Norse Way  Long Beach, CA 90808",4.0,288,33.832978000000004,-118.141779,Chinese, ,90808
_K09xQGSRwLfkkTWzUfIUw,The Commoner,"6754 Greenleaf Ave  Whittier, CA 90601",4.5,200,33.97934179999999,-118.03724509999999,Beer Bar, Tacos,90601
_k7GvWRH72vd4N8b70uT9g,Mariscos La Corita,"4504 Avalon Blvd  Los Angeles, CA 90011",4.5,111,34.00225,-118.26483999999999,Mexican, Seafood,90011
_kmgIi-NOgXyoRCVm74T5g,Mr Angelo's Pizza,"3961 S Western Ave  Los Angeles, CA 90062",3.0,34,34.012505,-118.3090549,Pizza, Salad,90062
_kMJy8xjFLhIxnAsEDOs_g,The Naughty Pig,"8264 W Sunset Blvd  West Hollywood, CA 90046",5.0,59,34.096739,-118.3694558,Sports Bars, American (Traditional),90046
_kR_bNIZD8D-DO301nDddg,Don Felix Taqueria,"3987 Sawtelle Blvd  Los Angeles, CA 90066",4.5,45,34.0075055,-118.416844,Mexican, ,90066
